1,START,173688,2011-10-01 00:38:43+00:00,2011-10-01 00:38:43+00:00,No_resource
2,A_SUBMITTED,173688,2011-10-01 00:38:43+00:00,2011-10-01 00:38:44+00:00,112
3,A_PARTLYSUBMITTED,173688,2011-10-01 00:38:44+00:00,2011-10-01 00:38:44+00:00,112
4,A_PREACCEPTED,173688,2011-10-01 00:38:44+00:00,2011-10-01 00:39:37+00:00,112
5,W_Completerenaanvraag,173688,2011-10-01 00:39:37+00:00,2011-10-01 00:39:38+00:00,112
6,W_Completerenaanvraag,173688,2011-10-01 00:39:38+00:00,2011-10-01 11:36:46+00:00,No_resource
7,A_ACCEPTED,173688,2011-10-01 11:36:46+00:00,2011-10-01 11:42:43+00:00,10862
8,O_SELECTED,173688,2011-10-01 11:42:43+00:00,2011-10-01 11:45:09+00:00,10862
9,A_FINALIZED,173688,2011-10-01 11:42:43+00:00,2011-10-01 11:45:09+00:00,10862
10,O_CREATED,173688,2011-10-01 11:45:09+00:00,2011-10-01 11:45:11+00:00,10862
11,O_SENT,173688,2011-10-01 11:45:11+00:00,2011-10-01 11:45:11+00:00,10862
12,W_Nabellenoffertes,173688,2011-10-01 11:45:11+00:00,2011-10-01 11:45:11+00:00,No_resource
13,W_Completerenaanvraag,173688,2011-10-01 11:45:11+00:00,2011-10-01 11:45:13+00:00,No_resource
14,W_Nabellenoffertes,173688,2011-10-01 11:45:13+00:00,2011-10-01 12:15:41+00:00,No_resource
15,W_Nabellenoffertes,173688,2011-10-01 12:15:41+00:00,2011-10-01 12:17:08+00:00,No_resource
16,W_Nabellenoffertes,173688,2011-10-01 12:17:08+00:00,2011-10-08 16:26:57+00:00,10913
17,W_Nabellenoffertes,173688,2011-10-08 16:26:57+00:00,2011-10-08 16:32:00+00:00,10913
18,W_Nabellenoffertes,173688,2011-10-08 16:32:00+00:00,2011-10-10 11:32:22+00:00,11049
19,O_SENT_BACK,173688,2011-10-10 11:32:22+00:00,2011-10-10 11:33:03+00:00,11049
20,W_Validerenaanvraag,173688,2011-10-10 11:33:03+00:00,2011-10-10 11:33:04+00:00,11049
21,W_Nabellenoffertes,173688,2011-10-10 11:33:04+00:00,2011-10-10 11:33:05+00:00,11049
22,W_Validerenaanvraag,173688,2011-10-10 11:33:05+00:00,2011-10-13 10:05:26+00:00,10629
23,A_REGISTERED,173688,2011-10-13 10:05:26+00:00,2011-10-13 10:37:29+00:00,10629
24,A_APPROVED,173688,2011-10-13 10:37:29+00:00,2011-10-13 10:37:29+00:00,10629
25,O_ACCEPTED,173688,2011-10-13 10:37:29+00:00,2011-10-13 10:37:29+00:00,10629
26,A_ACTIVATED,173688,2011-10-13 10:37:29+00:00,2011-10-13 10:37:29+00:00,10629
27,W_Validerenaanvraag,173688,2011-10-13 10:37:29+00:00,2011-10-13 10:37:37+00:00,10629
28,END,173688,2011-10-13 10:37:37+00:00,2011-10-13 10:37:38+00:00,No_resource
1,START,173691,2011-10-01 08:08:57+00:00,2011-10-01 08:08:57+00:00,No_resource
2,A_SUBMITTED,173691,2011-10-01 08:08:57+00:00,2011-10-01 08:08:58+00:00,112
3,A_PARTLYSUBMITTED,173691,2011-10-01 08:08:58+00:00,2011-10-01 08:09:02+00:00,112
4,A_PREACCEPTED,173691,2011-10-01 08:09:02+00:00,2011-10-01 08:09:56+00:00,112
5,W_Completerenaanvraag,173691,2011-10-01 08:09:56+00:00,2011-10-01 08:09:59+00:00,112
6,W_Completerenaanvraag,173691,2011-10-01 08:09:59+00:00,2011-10-01 11:37:32+00:00,No_resource
7,W_Completerenaanvraag,173691,2011-10-01 11:37:32+00:00,2011-10-01 11:43:13+00:00,No_resource
8,W_Completerenaanvraag,173691,2011-10-01 11:43:13+00:00,2011-10-01 14:27:57+00:00,No_resource
9,A_ACCEPTED,173691,2011-10-01 14:27:57+00:00,2011-10-01 14:33:54+00:00,10862
10,A_FINALIZED,173691,2011-10-01 14:33:54+00:00,2011-10-01 14:35:46+00:00,10862
11,O_SELECTED,173691,2011-10-01 14:33:54+00:00,2011-10-01 14:35:46+00:00,10862
12,O_CREATED,173691,2011-10-01 14:35:46+00:00,2011-10-01 14:35:47+00:00,10862
